2022-10-01 00:03:41,179 | main | INFO | Starting program...
2022-10-01 00:03:41,292 | asyncio | DEBUG | Using selector: EpollSelector
2022-10-01 00:03:41,884 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2022-10-01 00:03:41,884 | bot | INFO | Bot Subclass Created.
2022-10-01 00:03:42,004 | bot | INFO | Cog loaded: CrusaderProfile
2022-10-01 00:03:42,045 | bot | INFO | Cog loaded: CPcommands
2022-10-01 00:03:42,109 | bot | INFO | Cog loaded: OCPcommands
2022-10-01 00:03:42,134 | bot | INFO | Cog loaded: ErrorHandler
2022-10-01 00:03:42,171 | bot | INFO | Cog loaded: AdminCommands
2022-10-01 01:31:55,502 | main | INFO | Starting program...
2022-10-01 01:31:55,503 | asyncio | DEBUG | Using selector: EpollSelector
2022-10-01 01:31:55,649 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2022-10-01 01:31:55,650 | bot | INFO | Bot Subclass Created.
2022-10-01 01:31:55,762 | bot | INFO | Cog loaded: CPcommands
2022-10-01 01:31:55,763 | bot | INFO | Cog loaded: ErrorHandler
2022-10-01 01:31:55,863 | bot | INFO | Cog loaded: AdminCommands
2022-10-01 01:31:55,895 | bot | INFO | Cog loaded: CrusaderProfile
2022-10-01 01:31:55,916 | bot | INFO | Cog loaded: OCPcommands
2022-10-01 02:49:56,062 | main | INFO | Starting program...
2022-10-01 02:49:56,202 | asyncio | DEBUG | Using selector: EpollSelector
2022-10-01 02:49:56,931 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2022-10-01 02:49:56,952 | bot | INFO | Bot Subclass Created.
2022-10-01 02:49:57,099 | bot | INFO | Cog loaded: OCPcommands
2022-10-01 02:49:57,218 | bot | INFO | Cog loaded: AdminCommands
2022-10-01 02:49:57,252 | bot | INFO | Cog loaded: ErrorHandler
2022-10-01 02:49:57,308 | bot | INFO | Cog loaded: CPcommands
2022-10-01 02:49:57,383 | bot | INFO | Cog loaded: CrusaderProfile
2022-10-01 04:04:20,293 | main | INFO | Starting program...
2022-10-01 04:04:20,296 | asyncio | DEBUG | Using selector: EpollSelector
2022-10-01 04:04:20,440 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2022-10-01 04:04:20,441 | bot | INFO | Bot Subclass Created.
2022-10-01 04:04:20,444 | bot | INFO | Cog loaded: ErrorHandler
2022-10-01 04:04:20,466 | bot | INFO | Cog loaded: OCPcommands
2022-10-01 04:04:20,472 | bot | INFO | Cog loaded: CrusaderProfile
2022-10-01 04:04:20,475 | bot | INFO | Cog loaded: AdminCommands
2022-10-01 04:04:20,476 | bot | INFO | Cog loaded: CPcommands
2022-10-01 05:18:52,125 | main | INFO | Starting program...
2022-10-01 05:18:52,136 | asyncio | DEBUG | Using selector: EpollSelector
2022-10-01 05:18:52,174 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2022-10-01 05:18:52,175 | bot | INFO | Bot Subclass Created.
2022-10-01 05:18:52,187 | bot | INFO | Cog loaded: CPcommands
2022-10-01 05:18:52,197 | bot | INFO | Cog loaded: CrusaderProfile
2022-10-01 05:18:52,203 | bot | INFO | Cog loaded: ErrorHandler
2022-10-01 05:18:52,210 | bot | INFO | Cog loaded: AdminCommands
2022-10-01 05:18:52,213 | bot | INFO | Cog loaded: OCPcommands
2022-10-01 06:33:51,572 | main | INFO | Starting program...
2022-10-01 06:33:51,573 | asyncio | DEBUG | Using selector: EpollSelector
2022-10-01 06:33:51,607 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2022-10-01 06:33:51,608 | bot | INFO | Bot Subclass Created.
2022-10-01 06:33:51,610 | bot | INFO | Cog loaded: OCPcommands
2022-10-01 06:33:51,617 | bot | INFO | Cog loaded: ErrorHandler
2022-10-01 06:33:51,619 | bot | INFO | Cog loaded: AdminCommands
2022-10-01 06:33:51,621 | bot | INFO | Cog loaded: CrusaderProfile
2022-10-01 06:33:51,622 | bot | INFO | Cog loaded: CPcommands
2022-10-01 07:48:52,984 | main | INFO | Starting program...
2022-10-01 07:48:52,988 | asyncio | DEBUG | Using selector: EpollSelector
2022-10-01 07:48:53,061 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2022-10-01 07:48:53,065 | bot | INFO | Bot Subclass Created.
2022-10-01 07:48:53,067 | bot | INFO | Cog loaded: CPcommands
2022-10-01 07:48:53,068 | bot | INFO | Cog loaded: ErrorHandler
2022-10-01 07:48:53,071 | bot | INFO | Cog loaded: AdminCommands
2022-10-01 07:48:53,073 | bot | INFO | Cog loaded: OCPcommands
2022-10-01 07:48:53,075 | bot | INFO | Cog loaded: CrusaderProfile
2022-10-01 09:03:44,763 | main | INFO | Starting program...
2022-10-01 09:03:44,769 | asyncio | DEBUG | Using selector: EpollSelector
